time;price_EUR_per_MWh;pv_cf;q_sell_kWh;pv_to_grid_kWh;charge_pv_kWh;charge_grid_kWh;discharge_kWh;soc_kWh;curtailment_kWh
2015-01-13 08:00:00;48,6;0,248;2770,949720670391;2770,949720670391;0,0;0,0;-0,0;0,0;0,0
2015-01-13 09:00:00;48,05;0,371;4145,251396648045;4145,251396648045;0,0;0,0;-0,0;0,0;0,0
2015-01-13 10:00:00;46,92;0,436;4871,508379888268;4871,508379888268;0,0;0,0;-0,0;0,0;0,0
2015-01-13 11:00:00;46,91;0,45;5027,932960893854;5027,932960893854;0,0;0,0;-0,0;0,0;0,0
2015-01-13 12:00:00;46,23;0,409;4569,832402234636;4569,832402234636;0,0;0,0;-0,0;-0,0;0,0
2015-01-13 13:00:00;46,94;0,312;3486,0335195530724;3486,0335195530724;0,0;0,0;-0,0;0,0;0,0
2015-01-13 14:00:00;46,9;0,161;1798,8826815642458;1798,8826815642458;0,0;0,0;-0,0;-0,0;0,0
2015-01-13 15:00:00;46,07;0,013;145,25139664804468;145,25139664804468;0,0;0,0;0,0;-0,0;0,0
2015-01-13 16:00:00;46,63;0,0;-0,0;-0,0;0,0;0,0;0,0;-0,0;0,0
2015-01-13 17:00:00;45,98;0,0;-0,0;-0,0;0,0;0,0;0,0;-0,0;0,0
2015-01-13 18:00:00;47,98;0,0;-0,0;-0,0;0,0;0,0;-0,0;0,0;0,0
2015-01-13 19:00:00;47,01;0,0;-0,0;-0,0;0,0;0,0;-0,0;-0,0;0,0
2015-01-13 20:00:00;42,98;0,0;-0,0;-0,0;0,0;0,0;0,0;-0,0;0,0
2015-01-13 21:00:00;43,3;0,0;-0,0;-0,0;0,0;0,0;0,0;-0,0;0,0
2015-01-13 22:00:00;44,3;0,0;-0,0;-0,0;0,0;0,0;0,0;-0,0;0,0
2015-01-13 23:00:00;37,92;0,0;-0,0;0,0;-0,0;-0,0;0,0;-0,0;0,0
2015-01-14 00:00:00;42,01;0,0;-0,0;0,0;-0,0;-0,0;0,0;-0,0;0,0
2015-01-14 01:00:00;40,04;0,0;-0,0;0,0;-0,0;-0,0;0,0;-0,0;0,0
2015-01-14 02:00:00;39,15;0,0;-0,0;0,0;-0,0;-0,0;0,0;-0,0;0,0
2015-01-14 03:00:00;39,58;0,0;-0,0;0,0;-0,0;-0,0;0,0;0,0;0,0
2015-01-14 04:00:00;39,57;0,0;-0,0;-0,0;0,0;0,0;-0,0;-0,0;0,0
2015-01-14 05:00:00;42,0;0,0;-0,0;-0,0;0,0;0,0;0,0;-0,0;0,0
2015-01-14 06:00:00;44,62;0,0;-0,0;-0,0;0,0;0,0;-0,0;-0,0;0,0
2015-01-14 07:00:00;46,93;0,008;89,3854748603352;89,3854748603352;0,0;0,0;-0,0;-0,0;0,0
2015-01-14 08:00:00;49,97;0,037;413,4078212290502;413,4078212290502;0,0;0,0;-0,0;0,0;0,0
2015-01-14 09:00:00;49,94;0,065;726,2569832402235;726,2569832402235;0,0;0,0;-0,0;0,0;0,0
2015-01-14 10:00:00;49,64;0,136;1519,5530726256984;1519,5530726256984;0,0;0,0;-0,0;0,0;0,0
2015-01-14 11:00:00;49,49;0,269;3005,586592178771;3005,586592178771;0,0;0,0;-0,0;0,0;0,0
2015-01-14 12:00:00;47,12;0,259;2893,8547486033517;2893,8547486033517;0,0;0,0;-0,0;0,0;0,0
2015-01-14 13:00:00;46,91;0,136;1519,5530726256984;1519,5530726256984;0,0;0,0;-0,0;-0,0;0,0
2015-01-14 14:00:00;47,11;0,016;178,7709497206704;178,7709497206704;0,0;0,0;-0,0;-0,0;0,0
2015-01-14 15:00:00;46,96;0,0;-0,0;-0,0;0,0;0,0;0,0;-0,0;0,0
2015-01-14 16:00:00;46,98;0,0;-0,0;-0,0;0,0;0,0;0,0;-0,0;0,0
2015-01-14 17:00:00;48,45;0,0;-0,0;-0,0;0,0;0,0;0,0;-0,0;0,0
2015-01-14 18:00:00;49,99;0,0;-0,0;-0,0;0,0;0,0;-0,0;-0,0;0,0
2015-01-14 19:00:00;48,56;0,0;-0,0;-0,0;0,0;0,0;0,0;-0,0;0,0
2015-01-14 20:00:00;44,95;0,0;-0,0;0,0;-0,0;-0,0;0,0;-0,0;0,0
2015-01-14 21:00:00;44,68;0,0;-0,0;0,0;-0,0;-0,0;0,0;0,0;0,0
2015-01-14 22:00:00;45,09;0,0;-0,0;-0,0;0,0;0,0;-0,0;-0,0;0,0
2015-01-14 23:00:00;41,95;0,0;-0,0;-0,0;0,0;0,0;0,0;-0,0;0,0
